academic_year,course_code,course_shortname,certificate_enabled,credential_type,certificate_policy_code,requires_plugin,issue_condition,min_completion_percent,min_grade_percent,expiry_enabled,expiry_months,visible_to_student,notes
2029-2030,DPS-GSEB-HIN-STD11-SCI-PHY-2029,DPS-GSEB-HIN-STD11-SCI-PHY-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-SCI-CHEM-2029,DPS-GSEB-HIN-STD11-SCI-CHEM-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-SCI-BIO-2029,DPS-GSEB-HIN-STD11-SCI-BIO-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-SCI-MATH-2029,DPS-GSEB-HIN-STD11-SCI-MATH-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-SCI-CS-2029,DPS-GSEB-HIN-STD11-SCI-CS-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-SCI-PE-2029,DPS-GSEB-HIN-STD11-SCI-PE-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-COM-ENG-2029,DPS-GSEB-HIN-STD11-COM-ENG-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-COM-ACC-2029,DPS-GSEB-HIN-STD11-COM-ACC-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-COM-BA-2029,DPS-GSEB-HIN-STD11-COM-BA-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-COM-ECO-2029,DPS-GSEB-HIN-STD11-COM-ECO-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-COM-STAT-2029,DPS-GSEB-HIN-STD11-COM-STAT-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-COM-CS-2029,DPS-GSEB-HIN-STD11-COM-CS-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-COM-PE-2029,DPS-GSEB-HIN-STD11-COM-PE-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-ARTS-ENG-2029,DPS-GSEB-HIN-STD11-ARTS-ENG-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-ARTS-HIST-2029,DPS-GSEB-HIN-STD11-ARTS-HIST-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-ARTS-GEO-2029,DPS-GSEB-HIN-STD11-ARTS-GEO-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-ARTS-POLSCI-2029,DPS-GSEB-HIN-STD11-ARTS-POLSCI-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-ARTS-PSY-2029,DPS-GSEB-HIN-STD11-ARTS-PSY-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-ARTS-SOC-2029,DPS-GSEB-HIN-STD11-ARTS-SOC-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD11-ARTS-PE-2029,DPS-GSEB-HIN-STD11-ARTS-PE-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-SCI-ENG-2029,DPS-GSEB-HIN-STD12-SCI-ENG-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-SCI-PHY-2029,DPS-GSEB-HIN-STD12-SCI-PHY-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-SCI-CHEM-2029,DPS-GSEB-HIN-STD12-SCI-CHEM-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-SCI-BIO-2029,DPS-GSEB-HIN-STD12-SCI-BIO-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-SCI-MATH-2029,DPS-GSEB-HIN-STD12-SCI-MATH-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-SCI-CS-2029,DPS-GSEB-HIN-STD12-SCI-CS-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-SCI-PE-2029,DPS-GSEB-HIN-STD12-SCI-PE-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-COM-ENG-2029,DPS-GSEB-HIN-STD12-COM-ENG-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-COM-ACC-2029,DPS-GSEB-HIN-STD12-COM-ACC-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-COM-BA-2029,DPS-GSEB-HIN-STD12-COM-BA-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-COM-ECO-2029,DPS-GSEB-HIN-STD12-COM-ECO-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-COM-STAT-2029,DPS-GSEB-HIN-STD12-COM-STAT-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-COM-CS-2029,DPS-GSEB-HIN-STD12-COM-CS-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-COM-PE-2029,DPS-GSEB-HIN-STD12-COM-PE-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-ARTS-ENG-2029,DPS-GSEB-HIN-STD12-ARTS-ENG-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-ARTS-HIST-2029,DPS-GSEB-HIN-STD12-ARTS-HIST-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-ARTS-GEO-2029,DPS-GSEB-HIN-STD12-ARTS-GEO-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-ARTS-POLSCI-2029,DPS-GSEB-HIN-STD12-ARTS-POLSCI-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-ARTS-PSY-2029,DPS-GSEB-HIN-STD12-ARTS-PSY-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-ARTS-SOC-2029,DPS-GSEB-HIN-STD12-ARTS-SOC-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
2029-2030,DPS-GSEB-HIN-STD12-ARTS-PE-2029,DPS-GSEB-HIN-STD12-ARTS-PE-29,1,badge,HIGHER_SECONDARY_COURSE_COMPLETION_CERT,0,course_completion,100,40,0,,1,Default course completion badge/certificate policy enabled for every course.
