parent_username,student_username,relationship,role_shortname,allow_grade_view,allow_activity_report_view,notes
dps.par.04098,dps.stu.04554,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04099,dps.stu.04555,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04100,dps.stu.04556,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04101,dps.stu.04557,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04102,dps.stu.04558,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04103,dps.stu.04559,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04104,dps.stu.04560,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04105,dps.stu.04561,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04105,dps.stu.04562,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04106,dps.stu.04563,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04107,dps.stu.04564,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04108,dps.stu.04565,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04109,dps.stu.04566,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04110,dps.stu.04567,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04111,dps.stu.04568,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04112,dps.stu.04569,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04113,dps.stu.04570,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04114,dps.stu.04571,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04114,dps.stu.04572,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04115,dps.stu.04573,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04116,dps.stu.04574,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04117,dps.stu.04575,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04118,dps.stu.04576,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04119,dps.stu.04577,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04120,dps.stu.04578,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04121,dps.stu.04579,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04122,dps.stu.04580,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04123,dps.stu.04581,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04123,dps.stu.04582,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04124,dps.stu.04583,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04125,dps.stu.04584,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04126,dps.stu.04585,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04127,dps.stu.04586,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04128,dps.stu.04587,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04129,dps.stu.04588,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04130,dps.stu.04589,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04131,dps.stu.04590,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04132,dps.stu.04591,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04132,dps.stu.04592,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04133,dps.stu.04593,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04134,dps.stu.04594,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04135,dps.stu.04595,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04136,dps.stu.04596,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04137,dps.stu.04597,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04138,dps.stu.04598,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04139,dps.stu.04599,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04140,dps.stu.04600,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04141,dps.stu.04601,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04141,dps.stu.04602,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04142,dps.stu.04603,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04143,dps.stu.04604,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04144,dps.stu.04605,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04145,dps.stu.04606,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04146,dps.stu.04607,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04147,dps.stu.04608,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04148,dps.stu.04609,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04149,dps.stu.04610,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04150,dps.stu.04611,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04150,dps.stu.04612,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04151,dps.stu.04613,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04152,dps.stu.04614,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04153,dps.stu.04615,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04154,dps.stu.04616,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04155,dps.stu.04617,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04156,dps.stu.04618,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04157,dps.stu.04619,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04158,dps.stu.04620,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04159,dps.stu.04621,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04159,dps.stu.04622,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04160,dps.stu.04623,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04161,dps.stu.04624,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04162,dps.stu.04625,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04163,dps.stu.04626,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04164,dps.stu.04627,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04165,dps.stu.04628,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04166,dps.stu.04629,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04167,dps.stu.04630,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04168,dps.stu.04631,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04168,dps.stu.04632,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04169,dps.stu.04633,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04170,dps.stu.04634,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04171,dps.stu.04635,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04172,dps.stu.04636,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04173,dps.stu.04637,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04174,dps.stu.04638,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04175,dps.stu.04639,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04176,dps.stu.04640,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04177,dps.stu.04641,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04177,dps.stu.04642,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04178,dps.stu.04643,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04179,dps.stu.04644,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04180,dps.stu.04645,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04181,dps.stu.04646,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04182,dps.stu.04647,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04183,dps.stu.04648,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04184,dps.stu.04649,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04185,dps.stu.04650,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04186,dps.stu.04651,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04186,dps.stu.04652,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04187,dps.stu.04653,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04188,dps.stu.04654,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04189,dps.stu.04655,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04190,dps.stu.04656,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04191,dps.stu.04657,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04192,dps.stu.04658,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04193,dps.stu.04659,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04194,dps.stu.04660,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04195,dps.stu.04661,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04195,dps.stu.04662,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04196,dps.stu.04663,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04197,dps.stu.04664,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04198,dps.stu.04665,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04199,dps.stu.04666,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04200,dps.stu.04667,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04201,dps.stu.04668,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04202,dps.stu.04669,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04203,dps.stu.04670,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04204,dps.stu.04671,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04204,dps.stu.04672,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04205,dps.stu.04673,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04206,dps.stu.04674,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04207,dps.stu.04675,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04208,dps.stu.04676,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04209,dps.stu.04677,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04210,dps.stu.04678,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04211,dps.stu.04679,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04212,dps.stu.04680,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04213,dps.stu.04681,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04213,dps.stu.04682,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04214,dps.stu.04683,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04215,dps.stu.04684,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04216,dps.stu.04685,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04217,dps.stu.04686,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04218,dps.stu.04687,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04219,dps.stu.04688,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04220,dps.stu.04689,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04221,dps.stu.04690,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04222,dps.stu.04691,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04222,dps.stu.04692,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04223,dps.stu.04693,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04224,dps.stu.04694,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04225,dps.stu.04695,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04226,dps.stu.04696,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04227,dps.stu.04697,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04228,dps.stu.04698,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04229,dps.stu.04699,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04230,dps.stu.04700,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04231,dps.stu.04701,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04231,dps.stu.04702,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04232,dps.stu.04703,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04233,dps.stu.04704,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04234,dps.stu.04705,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04235,dps.stu.04706,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04236,dps.stu.04707,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04237,dps.stu.04708,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04238,dps.stu.04709,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04239,dps.stu.04710,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04240,dps.stu.04711,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04240,dps.stu.04712,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04241,dps.stu.04713,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04242,dps.stu.04714,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04243,dps.stu.04715,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04244,dps.stu.04716,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04245,dps.stu.04717,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04246,dps.stu.04718,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04247,dps.stu.04719,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04248,dps.stu.04720,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04249,dps.stu.04721,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04249,dps.stu.04722,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04250,dps.stu.04723,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04251,dps.stu.04724,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04252,dps.stu.04725,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04253,dps.stu.04726,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04254,dps.stu.04727,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04255,dps.stu.04728,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04256,dps.stu.04729,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04257,dps.stu.04730,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04258,dps.stu.04731,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04258,dps.stu.04732,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04259,dps.stu.04733,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04260,dps.stu.04734,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04261,dps.stu.04735,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04262,dps.stu.04736,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04263,dps.stu.04737,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04264,dps.stu.04738,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04265,dps.stu.04739,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04266,dps.stu.04740,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04267,dps.stu.04741,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04267,dps.stu.04742,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04268,dps.stu.04743,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04269,dps.stu.04744,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04270,dps.stu.04745,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04271,dps.stu.04746,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04272,dps.stu.04747,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04273,dps.stu.04748,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04274,dps.stu.04749,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04275,dps.stu.04750,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04276,dps.stu.04751,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04276,dps.stu.04752,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04277,dps.stu.04753,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04278,dps.stu.04754,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04279,dps.stu.04755,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04280,dps.stu.04756,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04281,dps.stu.04757,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04282,dps.stu.04758,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04283,dps.stu.04759,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04284,dps.stu.04760,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04285,dps.stu.04761,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04285,dps.stu.04762,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04286,dps.stu.04763,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04287,dps.stu.04764,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04288,dps.stu.04765,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04289,dps.stu.04766,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04290,dps.stu.04767,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04291,dps.stu.04768,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04292,dps.stu.04769,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04293,dps.stu.04770,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04294,dps.stu.04771,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04294,dps.stu.04772,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04295,dps.stu.04773,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04296,dps.stu.04774,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04297,dps.stu.04775,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04298,dps.stu.04776,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04299,dps.stu.04777,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04300,dps.stu.04778,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04301,dps.stu.04779,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04302,dps.stu.04780,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04303,dps.stu.04781,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04303,dps.stu.04782,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04304,dps.stu.04783,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04305,dps.stu.04784,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04306,dps.stu.04785,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04307,dps.stu.04786,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04308,dps.stu.04787,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04309,dps.stu.04788,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04310,dps.stu.04789,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04311,dps.stu.04790,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04312,dps.stu.04791,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04312,dps.stu.04792,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04313,dps.stu.04793,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04314,dps.stu.04794,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04315,dps.stu.04795,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04316,dps.stu.04796,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04317,dps.stu.04797,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04318,dps.stu.04798,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04319,dps.stu.04799,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04320,dps.stu.04800,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04321,dps.stu.04801,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04321,dps.stu.04802,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04322,dps.stu.04803,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04323,dps.stu.04804,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04324,dps.stu.04805,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04325,dps.stu.04806,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04326,dps.stu.04807,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04327,dps.stu.04808,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04328,dps.stu.04809,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04329,dps.stu.04810,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04330,dps.stu.04811,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04330,dps.stu.04812,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04331,dps.stu.04813,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04332,dps.stu.04814,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04333,dps.stu.04815,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04334,dps.stu.04816,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04335,dps.stu.04817,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04336,dps.stu.04818,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04337,dps.stu.04819,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04338,dps.stu.04820,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04339,dps.stu.04821,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04339,dps.stu.04822,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04340,dps.stu.04823,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04341,dps.stu.04824,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04342,dps.stu.04825,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04343,dps.stu.04826,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04344,dps.stu.04827,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04345,dps.stu.04828,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04346,dps.stu.04829,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04347,dps.stu.04830,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04348,dps.stu.04831,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04348,dps.stu.04832,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04349,dps.stu.04833,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04350,dps.stu.04834,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04351,dps.stu.04835,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04352,dps.stu.04836,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04353,dps.stu.04837,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04354,dps.stu.04838,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04355,dps.stu.04839,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04356,dps.stu.04840,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04357,dps.stu.04841,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04357,dps.stu.04842,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04358,dps.stu.04843,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04359,dps.stu.04844,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04360,dps.stu.04845,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04361,dps.stu.04846,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04362,dps.stu.04847,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04363,dps.stu.04848,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04364,dps.stu.04849,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04365,dps.stu.04850,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04366,dps.stu.04851,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04366,dps.stu.04852,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04367,dps.stu.04853,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04368,dps.stu.04854,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04369,dps.stu.04855,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04370,dps.stu.04856,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04371,dps.stu.04857,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04372,dps.stu.04858,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04373,dps.stu.04859,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04374,dps.stu.04860,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04375,dps.stu.04861,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04375,dps.stu.04862,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04376,dps.stu.04863,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04377,dps.stu.04864,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04378,dps.stu.04865,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04379,dps.stu.04866,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04380,dps.stu.04867,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04381,dps.stu.04868,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04382,dps.stu.04869,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04383,dps.stu.04870,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04384,dps.stu.04871,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04384,dps.stu.04872,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04385,dps.stu.04873,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04386,dps.stu.04874,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04387,dps.stu.04875,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04388,dps.stu.04876,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04389,dps.stu.04877,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04390,dps.stu.04878,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04391,dps.stu.04879,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04392,dps.stu.04880,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04393,dps.stu.04881,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04393,dps.stu.04882,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04394,dps.stu.04883,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04395,dps.stu.04884,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04396,dps.stu.04885,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04397,dps.stu.04886,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04398,dps.stu.04887,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04399,dps.stu.04888,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04400,dps.stu.04889,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04401,dps.stu.04890,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04402,dps.stu.04891,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04402,dps.stu.04892,Guardian,parent,1,1,Shared sibling parent for local testing.
dps.par.04403,dps.stu.04893,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04404,dps.stu.04894,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04405,dps.stu.04895,Parent,parent,1,1,Single-student parent for local testing.
dps.par.04406,dps.stu.04896,Parent,parent,1,1,Single-student parent for local testing.
